source_id	destination	owner	class	dependencies	sanitization	license	redistribution	validation
public-authored:modules/programs/public/cli/dust.nix	modules/programs/public/cli/dust.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/entr.nix	modules/programs/public/cli/entr.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/eza.nix	modules/programs/public/cli/eza.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/fd.nix	modules/programs/public/cli/fd.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/file.nix	modules/programs/public/cli/file.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/fish.nix	modules/programs/public/cli/fish.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/fzf.nix	modules/programs/public/cli/fzf.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/gh.nix	modules/programs/public/cli/gh.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/git-lfs.nix	modules/programs/public/cli/git-lfs.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/gnumake.nix	modules/programs/public/cli/gnumake.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/gzip.nix	modules/programs/public/cli/gzip.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/htop.nix	modules/programs/public/cli/htop.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/imagemagick.nix	modules/programs/public/cli/imagemagick.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/jq.nix	modules/programs/public/cli/jq.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/lazygit.nix	modules/programs/public/cli/lazygit.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/less.nix	modules/programs/public/cli/less.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/lsof.nix	modules/programs/public/cli/lsof.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/ncdu.nix	modules/programs/public/cli/ncdu.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/nixfmt.nix	modules/programs/public/cli/nixfmt.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/nushell.nix	modules/programs/public/cli/nushell.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/openssl.nix	modules/programs/public/cli/openssl.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/procs.nix	modules/programs/public/cli/procs.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/python.nix	modules/programs/public/cli/python.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/ripgrep-all.nix	modules/programs/public/cli/ripgrep-all.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/ripgrep.nix	modules/programs/public/cli/ripgrep.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/sd.nix	modules/programs/public/cli/sd.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/shellcheck.nix	modules/programs/public/cli/shellcheck.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/shfmt.nix	modules/programs/public/cli/shfmt.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/tree.nix	modules/programs/public/cli/tree.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/unzip.nix	modules/programs/public/cli/unzip.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/watchexec.nix	modules/programs/public/cli/watchexec.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/wget.nix	modules/programs/public/cli/wget.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/xh.nix	modules/programs/public/cli/xh.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/yq.nix	modules/programs/public/cli/yq.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/zip.nix	modules/programs/public/cli/zip.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/zoxide.nix	modules/programs/public/cli/zoxide.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/cli/zsh.nix	modules/programs/public/cli/zsh.nix	cli	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/anki.nix	modules/programs/public/desktop/anki.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/calibre.nix	modules/programs/public/desktop/calibre.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/desktop-launchers.nix	modules/programs/public/desktop/desktop-launchers.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/gimp.nix	modules/programs/public/desktop/gimp.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/inkscape.nix	modules/programs/public/desktop/inkscape.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/mpv.nix	modules/programs/public/desktop/mpv.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/obsidian.nix	modules/programs/public/desktop/obsidian.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/signal.nix	modules/programs/public/desktop/signal.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/thunderbird.nix	modules/programs/public/desktop/thunderbird.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/desktop/vlc.nix	modules/programs/public/desktop/vlc.nix	desktop	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/editor-formatters.nix	modules/programs/public/ide/editor-formatters.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/emacs.nix	modules/programs/public/ide/emacs.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/helix.nix	modules/programs/public/ide/helix.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/kakoune.nix	modules/programs/public/ide/kakoune.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/marksman.nix	modules/programs/public/ide/marksman.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/micro.nix	modules/programs/public/ide/micro.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/nano.nix	modules/programs/public/ide/nano.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/neovim.nix	modules/programs/public/ide/neovim.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/nil.nix	modules/programs/public/ide/nil.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/nixd.nix	modules/programs/public/ide/nixd.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/taplo.nix	modules/programs/public/ide/taplo.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/tree-sitter.nix	modules/programs/public/ide/tree-sitter.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/vim.nix	modules/programs/public/ide/vim.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/vscode.nix	modules/programs/public/ide/vscode.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/ide/zed.nix	modules/programs/public/ide/zed.nix	ide	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/alacritty.nix	modules/programs/public/terminal/alacritty.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/foot.nix	modules/programs/public/terminal/foot.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/ghostty.nix	modules/programs/public/terminal/ghostty.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/kitty.nix	modules/programs/public/terminal/kitty.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/rio.nix	modules/programs/public/terminal/rio.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/rxvt-unicode.nix	modules/programs/public/terminal/rxvt-unicode.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/screen.nix	modules/programs/public/terminal/screen.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/st.nix	modules/programs/public/terminal/st.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/terminal-colors.nix	modules/programs/public/terminal/terminal-colors.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/terminal-fonts.nix	modules/programs/public/terminal/terminal-fonts.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/terminal-shell-integration.nix	modules/programs/public/terminal/terminal-shell-integration.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/tmux-plugins.nix	modules/programs/public/terminal/tmux-plugins.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/wezterm-extensions.nix	modules/programs/public/terminal/wezterm-extensions.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/xterm.nix	modules/programs/public/terminal/xterm.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/terminal/zellij-layouts.nix	modules/programs/public/terminal/zellij-layouts.nix	terminal	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-retained:modules/programs/terminal/default.nix	modules/programs/terminal/default.nix	core	home-manager	nixpkgs, home-manager	retained reviewed public module	MIT	allowed	flake checks and boundary scan
public-retained:modules/programs/terminal/tmux.nix	modules/programs/terminal/tmux.nix	core	home-manager	nixpkgs, home-manager	retained reviewed public module	MIT	allowed	flake checks and boundary scan
public-retained:modules/programs/terminal/wezterm.nix	modules/programs/terminal/wezterm.nix	core	home-manager	nixpkgs, home-manager	retained reviewed public module	MIT	allowed	flake checks and boundary scan
public-retained:modules/programs/terminal/zellij.nix	modules/programs/terminal/zellij.nix	core	home-manager	nixpkgs, home-manager	retained reviewed public module	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/aerospace.nix	modules/system/public/aerospace.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/audio.nix	modules/system/public/audio.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/bluetooth.nix	modules/system/public/bluetooth.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/clipboard.nix	modules/system/public/clipboard.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/display.nix	modules/system/public/display.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/flatpak.nix	modules/system/public/flatpak.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/fonts.nix	modules/system/public/fonts.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/gnome.nix	modules/system/public/gnome.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/lua-for-hammerspoon.nix	modules/system/public/lua-for-hammerspoon.nix	system	home-manager	nixpkgs, home-manager	Lua authoring runtime only; Hammerspoon remains an external dependency	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/hyprland.nix	modules/system/public/hyprland.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/kanata.nix	modules/system/public/kanata.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/karabiner.nix	modules/system/public/karabiner.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/keyboard.nix	modules/system/public/keyboard.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
